ID;CENTER;BUILDING;FLOOR;SECTOR;IP;VLAN;HOSTNAME;PROCESSOR;MEMORYRAM;OPERATIVESYSTEM;MOTHERBOARD;PERIPHERALS;STORAGECAPACITY;STORAGETYPE;MONITORBRAND;MONITORMODEL;MONITORSIZE;INT;SOFTWAREINSTALLED;COMMENTS;BUILDINGKEY;FLOORKEY;SECTORKEY
1;Ramos Mejia;EDIFICIO CENTRAL;SUBSUELO;FARMACIA;10.0.3.84;10;DEPO-FARMA-03;I7;4GB;Windows 10 Pro;Gigabyte H110M;Ricoh MP 401;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Open Office;NO COMMENT;ed-central;subsuelo;farmacia
2;Ramos Mejia;EDIFICIO CENTRAL;SUBSUELO;FARMACIA;10.0.2.191;10;DEPO-FARMA-04;I5;4GB;Windows 10 Pro;Gigabyte H81M;Ricoh MP 402;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Open Office;NO COMMENT;ed-central;subsuelo;farmacia
3;Ramos Mejia;EDIFICIO CENTRAL;SUBSUELO;FARMACIA;10.0.2.7;10;DEPO-FARMA-02;I7;8GB;Windows 10 Pro;Gigabyte H510M;Ricoh MP 403;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office;NO COMMENT;ed-central;subsuelo;farmacia
4;Ramos Mejia;EDIFICIO CENTRAL;SUBSUELO;FARMACIA;10.0.3.137;10;DEPO-FARMA-01;I7;8GB;Windows 10 Pro;Gigabyte H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 2010;NO COMMENT;ed-central;subsuelo;farmacia
5;Ramos Mejia;EDIFICIO CENTRAL;SUBSUELO;FARMACIA;10.0.3.119;10;DEPO-FARMA-05;I3;8GB;Windows 10 Pro;Gigabyte H81M;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Open Office;NO COMMENT;ed-central;subsuelo;farmacia
6;Ramos Mejia;EDIFICIO CENTRAL;SUBSUELO;ESTERILIZACION;10.0.3.87;155;ESTERILIZ-2;I7;8GB;Windows 10 Pro;Gigabyte H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 2010;NO COMMENT;ed-central;subsuelo;esterilizacion
7;Ramos Mejia;EDIFICIO CENTRAL;SUBSUELO;ESTERILIZACION;10.0.2.65;155;ESTERILIZACION;I7;8GB;Windows 10 Pro;Gigabyte H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Open Office;NO COMMENT;ed-central;subsuelo;esterilizacion
8;Ramos Mejia;EDIFICIO CENTRAL;SUBSUELO;LAVADERO;10.0.2.62;155;ROPERIA-01;I3;4GB;Windows 10 Pro;Gigabyte H61M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 2010;NO COMMENT;ed-central;subsuelo;lavadero
9;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;NUTRICION;10.0.3.4;10;N UTRICION;I7;8GB;Windows 10 Pro;Gigabyte H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;nutricion
10;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;NUTRICION;10.0.3.240;10;NUTRICION-01;A8;4GB;Windows 10 Pro;Asrock;NO DATA;300GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;nutricion
11;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ADMISION OFFICE;10.0.2.117;10;INTERNA-JEFE;I7 ;4GB;Windows 7;Asustek;SP 4510 DN;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 2010;NO COMMENT;ed-central;planta-baja;admision-office
12;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ADMISION OFFICE;10.0.3.146;10;Internacion-02;I7;8GB;Windows 10 Pro;Microstar H510M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 2010;NO COMMENT;ed-central;planta-baja;admision-office
13;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ADMISIONES;10.0.2.221;10;INTERNA--3;I7;4GB;Windows 7;Asustek;MP 501;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;admisiones
14;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ADMISIONES;10.0.3.49;10;Admision-BKUP-1;I5;16GB;Windows 10 Pro;Microstar H510M;NO DATA;250GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;admisiones
15;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ADMISIONES;10.0.2.154;10;Admision-BKUP;I5;16GB;Windows 10 Pro;Microstar H510M;NO DATA;250GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;admisiones
16;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ADMISIONES;10.0.2.134;10;INTERNA-00;I7;16GB;Windows 7;Microstar H510M;NO DATA;240GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;admisiones
17;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ADMISIONES;10.0.3.230;10;Interna-Myr;I7;16GB;Windows 10 Pro;Microstar H510M;NO DATA;240GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;admisiones
18;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ADMISIONES;10.0.2.198;10;Interna-1;i7;8GB;Windows 7;Gigabyte H110M; EXTRA;2TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;admisiones
19;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ENTREGA DE ESTUDIOS;10.0.3.99;10;ENTREGA-INFORME;I7;8GB;Windows 10 Pro;Microstar H510M;Lector;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;entrega-de-estudios
20;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;OFFICE REFERENTES;192.168.120.45;120;REFERENTES--ATP;i7;8GB;Windows 10 Pro;Gigabyte H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;295;Office 2016;NO COMMENT;ed-central;planta-baja;office-referentes
21;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;OFFICE REFERENTES;10.0.2.162;10;ATP-JEFE;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;412;Office 2016;NO COMMENT;ed-central;planta-baja;office-referentes
22;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 20;10.0.3.162;10;CONS-20;I7;16GB;Windows 10 Pro;ASUS PRIME H510M-E;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;274;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-20
23;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 19;10.0.3.134;155;cons-19;R7;8GB;Windows 10 Pro;Asustek PN50;Ticketera;240GB ;SSD;NO DATA;NO DATA;NO DATA;370;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-19
24;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 18;10.0.3.3;155;cons-18;I5;16GB;Windows 10 Pro;Gigabyte H510M;Ticketera;240GB ;SSD;NO DATA;NO DATA;NO DATA;399;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-18
25;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 17;10.0.3.162;155;cons-17;I7;8GB;Windows 10 Pro;Gigabyte H110M-LCF;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;393;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-17
26;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 16;10.0.3.24;155;CONS-16-PLANTA BAJA;I5;6GB ;Windows 10 Pro;Gigabyte H61M;NO DATA;140GB ;SSD;NO DATA;NO DATA;NO DATA;302;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-16
27;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 15;10.0.2.19;155;cons-15;I7;8GB;Windows 10 Pro;Asustek PN50;Ticketera;240GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-15
28;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 14;10.0.2.113;155;cons-14;R7;8GB;Windows 10 Pro;Asustek PN50;NO DATA;240GB ;SSD;NO DATA;NO DATA;NO DATA;303;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-14
29;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 12;NO DATA;155;CONS-12;I3 ;4 GB;Windows 10 Pro;Gigabyte H61M;Ticketera;140GB ;SSD;NO DATA;NO DATA;NO DATA;306;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-12
30;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 11;10.0.3.150;155;cons-11;I5;8GB;Windows 10 Pro;Gigabyte MKLP5AP;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;640;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-11
31;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 10;10.0.2.146;155;cons-10;I3;8GB;Windows 10 Pro;Intel;Ticketera;220GB;SSD;NO DATA;NO DATA;NO DATA;307;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-10
32;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 9;10.0.3.122;155;cons-09;I5;6 GB;Windows 10 Pro;Gigabyte H81M;NO DATA;140GB ;SSD;NO DATA;NO DATA;NO DATA;386;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-9
33;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 8;10.0.2.183;155;cons-08;I3;4GB;Windows 10 Pro;Gigabyte H610M-S1;Ticketera;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-8
34;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 7;10.0.3.169;155;cons-07;I7;8GB;Windows 10 Pro;Gigabyte H110M-H-CF;Ticketera;500GB ;HDD;NO DATA;NO DATA;NO DATA;876;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-7
35;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 6;10.0.3.8;155;Cons--6;I5;16GB;Windows 10 Pro;Asustek H510M;Ticketera;240GB ;SSD;NO DATA;NO DATA;NO DATA;305;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-6
36;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 5;10.0.3.153;155;Cons-5;I3;6GB;Windows 10 Pro;Intel;Ticketera;240GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-5
37;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 4;10.0.3.245;155;PC7;I7;16GB;Windows 10 Pro;Asustek H510M;Ticketera;240GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-4
38;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 3;10.0.2.25;155;cons-03;I7;8GB;Windows 10 Pro;Asus Prime H510MTE;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;378;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-3
39;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 2;10.0.2.60;155;AMA-2-PLANTA BAJA;I7 ;16GB;Windows 10 Pro;H510M;NO DATA;240GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-2
40;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ENFERMERIA;10.0.2.78;155;isla-enf;I5;4GB;Windows 10 Pro;Asrock H81M-IG4;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;873;NO DATA;NO COMMENT;ed-central;planta-baja;enfermeria
41;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CALL CENTER;192.168.121.1;120;CallCenter--5;I7;8GB;Windows 10 Pro;NO DATA;Auriculares;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;call-center
42;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CALL CENTER;192.168.120.243;120;CALLCENTER--2;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;call-center
43;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CALL CENTER;192.168.120.26;120;CALL-08;I7;8GB;Windows 10 Pro;NO DATA;Auriculares;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;call-center
44;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CALL CENTER;192.168.121.206;120;CallCenter11;I7;8GB;Windows 10 Pro;NO DATA;Auriculares;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;call-center
45;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CALL CENTER;10.0.3.166;120;CONMUTADOR-01;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;call-center
46;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CALL CENTER;192.168.120.37;120;CallCenter--7;I7;8GB;Windows 10 Pro;NO DATA;Auriculares;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;call-center
47;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CALL CENTER;192.168.120.44;120;CallCenter--9;I7;8GB;Windows 10 Pro;NO DATA;Auriculares;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;call-center
48;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CALL CENTER;192.168.120.145;120;CALL--VIDRIO;I7;8GB;Windows 10 Pro;NO DATA;Auriculares;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;call-center
49;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CALL CENTER;192.168.121.16;120;CALLCENTER--1;I7;8GB;Windows 10 Pro;NO DATA;Auriculares;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;call-center
50;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CALL CENTER;192.168.120.221;120;Callcenter10;I7;8GB;Windows 10 Pro;NO DATA;Auriculares;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;call-center
51;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;HISTORIAS CLINICAS;10.0.3.39;155;Historiasclinicas;A8;4GB;Windows 7 32;NO DATA;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;historias-clinicas
52;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;HISTORIAS CLINICAS;10.0.2.154;155;HISTORIAS-SCAN1;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;historias-clinicas
53;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;HISTORIAS CLINICAS;10.0.3.67;155;Historias-Pia;I5;4GB;Windows 10 Pro;NO DATA;Lector;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;historias-clinicas
54;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;HISTORIAS CLINICAS;10.0.2.146;155;HC1;A8;4GB;Windows 7 32;NO DATA;NO DATA;500GB;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;historias-clinicas
55;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;HISTORIAS CLINICAS;10.0.3.163;155;HC--4;A8;2GB;Windows 7 32;NO DATA;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;historias-clinicas
56;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;HISTORIAS CLINICAS;10.0.3.167;155;Historias-clinicas-01;I3;4GB;Windows 7 32;NO DATA;NO DATA;120GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;historias-clinicas
57;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;HISTORIAS CLINICAS;10.0.3.159;155;HISTORIAS-SCAN;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;historias-clinicas
58;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;COMPRAS;10.0.2.104;10;Compras-07;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;compras
59;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;COMPRAS;10.0.3.64;10;Compras-04;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;compras
60;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;COMPRAS;10.0.2.125;10;Compras-08;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;compras
61;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;COMPRAS;10.0.3.143;10;Compras-05;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;compras
62;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;COMPRAS;10.0.2.232;10;Compras-02;I7;8GB;Windows 10 Pro;NO DATA;MP 402;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Parlantes;NO COMMENT;ed-externos;planta-baja;compras
63;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;COMPRAS;10.0.3.105;10;Compras-03;I5;4GB;Windows 10 Pro;NO DATA;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;compras
64;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;COMPRAS;10.0.2.112;10;Compras-01;I3;4GB;Windows 10 Pro;NO DATA;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;compras
65;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;COMPRAS;10.0.2.69;10;Deposito-02;I5;4GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;compras
66;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;COMPRAS;10.0.2.64;10;Deposito-03;I5;4GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;compras
67;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;COMPRAS;10.0.2.228;10;Compras-06;I7;4GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;compras
68;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;RAYOS;10.0.3.61;155;rayos-3;I7;8GB;Windows 10 Pro;NO DATA;Parlantes;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;rayos
69;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;RAYOS;10.0.3.168;155;IMAGENES-RAYOS;I7;8GB;Windows 10 Pro;NO DATA;Parlantes;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;rayos
70;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;RESONANCIA;10.0.2.52;155;Resonancia-02;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;resonancia
71;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;RESONANCIA;10.0.3.246;155;Imagen-Reso;I3;6GB;Windows 10 Pro;NO DATA;2do Monitor;120GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;resonancia
72;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;RESONANCIA;10.0.2.182;155;DESKTOP-751T1LF;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;resonancia
73;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;RECEPCION;10.0.2.34;155;IMAGENES-5;I5;8GB;Windows 10 Pro;NO DATA;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;resonancia
74;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;RECEPCION;10.0.3.93;155;IMAGENES-2;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;resonancia
75;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;RECEPCION;10.0.3.182;155;IMAGENES-4;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;resonancia
76;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;RECEPCION;10.0.2.42;155;IMAGENES-1;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;resonancia
77;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;RECEPCION;10.0.3.187;155;IMAGENES-3;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;resonancia
78;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;RECEPCION;10.0.2.175;155;img-tipeo;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;resonancia
79;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ECOGRAFIA;10.0.2.171;155;Eco-01;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;ecografia
80;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;TOMOGRAFIA;10,0,42,99;155;Tomografia-1;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;tomografia
81;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;TOMOGRAFIA;10.0.2.91;155;Tomografia-2;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;tomografia
82;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;TOMOGRAFIA;10.0.2.206;155;Imagenes--Tomo2;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;tomografia
83;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;MEDICINA NUCLEAR;10.0.3.123;155;MED-NUC-01;I3;4GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;medicina-nuclear
84;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;MEDICINA NUCLEAR;10.0.3.85;155;MED-NUC-02;Intel Celeron;4GB;Windows 10 Pro;NO DATA;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;medicina-nuclear
85;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ECOGRAFIA;10.0.3.27;155;Eco-4-PLANTA BAJA;I3;4GB;Windows 7 32 ;NO DATA;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;ecografia
86;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;MAMOGRAFIA;NO DATA;30;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;mamografia
87;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;MEDICO LABORAL;10.0.3.7;0;MEDICO--LABORAL;I3;4GB;Windows 7;INTEL DH61;NO DATA;300GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 2010;NO COMMENT;ed-central;planta-baja;medico-laboral
88;Ramos Mejia;SUBSUELO;PLANTA BAJA;DOCENCIA E INVESTIGACION;10.0.2.13;0;DOC-INV-SUB;I7;8GB;Windows 10 Pro;Asrock;Parlantes;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 2010;NO COMMENT;SUBSUELO;planta-baja;doc-investigacion
